instant,date,season,temp,humi,windspeed,casual,registered
496,10/5/2012,2,50.583,5.521,3.141,1026,5546
497,11/5/2012,2,53.333,3.604,2.369,1319,5711
498,12/5/2012,2,56.417,4.804,1.231,2622,4807
499,13/5/2012,2,61.250,5.763,2.251,2172,3946
500,14/5/2012,2,57.333,7.896,2.127,342,2501
501,15/5/2012,2,61.167,7.946,1.474,625,4490
502,16/5/2012,2,63.667,6.979,1.225,991,6433
503,17/5/2012,2,59.333,5.200,2.295,1242,6142
504,18/5/2012,2,56.417,5.233,1.368,1521,6118
505,19/5/2012,2,60.000,4.563,0.840,3410,4884
506,20/5/2012,2,62.083,5.304,2.544,2704,4425
507,21/5/2012,2,59.833,8.113,2.332,630,3729
508,22/5/2012,2,61.500,7.658,1.182,819,5254
509,23/5/2012,2,62.167,7.746,1.020,766,4494
510,24/5/2012,2,65.500,7.167,1.729,1059,5711
511,25/5/2012,2,68.000,7.471,1.406,1417,5317
512,26/5/2012,2,69.250,7.325,1.990,2855,3681
513,27/5/2012,2,69.000,6.971,2.152,3283,3308
514,28/5/2012,2,71.250,6.763,1.965,2557,3486
515,29/5/2012,2,72.250,6.846,2.954,880,4863
516,30/5/2012,2,65.667,6.700,1.343,745,6110
517,31/5/2012,2,68.000,4.929,1.953,1100,6238
518,1/6/2012,2,65.417,7.554,2.376,533,3594
519,2/6/2012,2,58.333,5.492,1.866,2795,5325
520,3/6/2012,2,60.250,4.933,1.841,2494,5147
521,4/6/2012,2,59.750,4.871,2.848,1071,5927
522,5/6/2012,2,54.083,6.133,2.096,968,6033
523,6/6/2012,2,55.417,6.113,0.771,1027,6028
524,7/6/2012,2,60.250,5.671,1.574,1038,6456
525,8/6/2012,2,64.917,4.679,1.754,1488,6248
526,9/6/2012,2,71.083,4.371,1.443,2708,4790
527,10/6/2012,2,72.667,5.383,1.337,2224,4374
528,11/6/2012,2,72.083,5.879,2.077,1017,5647
529,12/6/2012,2,65.333,8.333,2.145,477,4495
530,13/6/2012,2,65.583,5.821,3.433,1173,6248
531,14/6/2012,2,64.833,5.696,2.537,1180,6183
532,15/6/2012,2,63.917,5.896,1.766,1563,6102
533,16/6/2012,2,63.167,5.042,1.667,2963,4739
534,17/6/2012,2,59.250,5.988,1.449,2634,4344
535,18/6/2012,2,56.833,7.779,1.747,653,4446
536,19/6/2012,2,68.833,6.900,1.480,968,5857
537,20/6/2012,2,78.250,5.921,1.138,872,5339
538,21/6/2012,3,80.583,5.679,1.188,778,5127
539,22/6/2012,3,77.750,5.738,1.828,964,4859
540,23/6/2012,3,73.167,5.346,1.797,2657,4801
541,24/6/2012,3,74.333,4.792,1.455,2551,4340
542,25/6/2012,3,71.583,5.042,3.004,1139,5640
543,26/6/2012,3,63.083,3.733,3.476,1077,6365
544,27/6/2012,3,69.750,3.600,2.718,1077,6258
545,28/6/2012,3,74.917,4.225,1.717,921,5958
546,29/6/2012,3,83.417,4.888,1.654,829,4634
547,30/6/2012,3,76.500,6.013,1.611,1455,4232
548,1/7/2012,3,81.583,5.188,1.685,1421,4110
549,2/7/2012,3,78.167,4.471,1.953,904,5323
550,3/7/2012,3,78.083,4.921,1.262,1052,5608
551,4/7/2012,3,78.917,5.388,1.350,2562,4841
552,5/7/2012,3,82.750,4.579,1.940,1405,4836
553,6/7/2012,3,82.833,4.508,1.461,1366,4841
554,7/7/2012,3,86.167,4.921,1.636,1448,3392
555,8/7/2012,3,82.250,5.738,1.256,1203,3469
556,9/7/2012,3,71.083,6.833,1.810,998,5571
557,10/7/2012,3,72.083,6.675,1.517,954,5336
558,11/7/2012,3,71.667,6.333,1.517,975,6289
559,12/7/2012,3,71.583,5.296,1.468,1032,6414
560,13/7/2012,3,73.167,4.858,0.809,1511,5988
561,14/7/2012,3,70.333,6.992,1.437,2355,4614
562,15/7/2012,3,74.583,7.179,1.667,1920,4111
563,16/7/2012,3,76.333,6.450,1.642,1088,5742
564,17/7/2012,3,81.833,5.058,1.144,921,5865
565,18/7/2012,3,79.333,5.771,1.374,799,4914
566,19/7/2012,3,77.000,6.004,1.654,888,5703
567,20/7/2012,3,66.583,8.442,2.090,747,5123
568,21/7/2012,3,59.583,8.654,2.133,1264,3195
569,22/7/2012,3,66.750,7.625,0.939,2544,4866
570,23/7/2012,3,74.167,6.942,1.387,1135,5831
571,24/7/2012,3,75.083,6.550,2.115,1140,6452
572,25/7/2012,3,72.417,4.500,1.648,1383,6790
573,26/7/2012,3,77.667,5.967,2.848,1036,5825
574,27/7/2012,3,78.167,5.946,1.530,1259,5645
575,28/7/2012,3,75.583,6.133,1.574,2234,4451
576,29/7/2012,3,72.167,6.238,1.704,2153,4444
577,30/7/2012,3,73.083,6.688,1.536,1040,6065
578,31/7/2012,3,71.333,7.042,1.654,968,6248
579,1/8/2012,3,71.750,6.775,1.412,1074,6506
580,2/8/2012,3,75.250,6.596,1.294,983,6278
581,3/8/2012,3,76.583,6.425,2.158,1328,5847
582,4/8/2012,3,79.333,6.133,2.575,2345,4479
583,5/8/2012,3,76.917,6.525,2.904,1707,3757
584,6/8/2012,3,75.250,6.542,1.294,1233,5780
585,7/8/2012,3,73.583,7.038,1.169,1278,5995
586,8/8/2012,3,75.000,6.729,1.107,1263,6271
587,9/8/2012,3,75.583,6.204,1.561,1196,6090
588,10/8/2012,3,71.583,7.158,2.388,1065,4721
589,11/8/2012,3,69.250,7.329,2.065,2247,4052
590,12/8/2012,3,70.083,5.304,1.225,2182,4362
591,13/8/2012,3,72.083,5.454,1.362,1207,5676
592,14/8/2012,3,72.667,6.867,1.692,1128,5656
593,15/8/2012,3,70.667,6.196,1.698,1198,6149
594,16/8/2012,3,71.917,5.192,1.418,1338,6267
595,17/8/2012,3,72.333,5.708,2.314,1483,5665
596,18/8/2012,3,67.833,6.033,1.779,2827,5038
597,19/8/2012,3,63.583,7.117,0.865,1208,3341
598,20/8/2012,3,63.583,7.342,1.300,1026,5504
599,21/8/2012,3,64.917,6.738,0.728,1081,5925
600,22/8/2012,3,66.750,6.771,0.703,1094,6281
601,23/8/2012,3,69.583,6.358,0.846,1363,6402
602,24/8/2012,3,70.250,6.150,0.721,1325,6257
603,25/8/2012,3,66.167,7.129,2.444,1829,4224
604,26/8/2012,3,65.333,8.458,2.289,1483,3772
605,27/8/2012,3,70.333,7.304,1.287,989,5928
606,28/8/2012,3,72.833,6.200,1.909,935,6105
607,29/8/2012,3,68.500,5.521,1.126,1177,6520
608,30/8/2012,3,70.667,5.904,0.771,1172,6541
609,31/8/2012,3,76.417,5.875,1.685,1433,5917
610,1/9/2012,3,75.333,6.383,1.132,2352,3788
611,2/9/2012,3,69.667,8.150,0.641,2613,3197
612,3/9/2012,3,70.750,7.908,1.511,1965,4069
613,4/9/2012,3,72.583,7.550,2.363,867,5997
614,5/9/2012,3,73.667,7.413,1.878,832,6280
615,6/9/2012,3,69.667,8.104,1.424,611,5592
616,7/9/2012,3,70.333,7.363,1.716,1045,6459
617,8/9/2012,3,65.917,7.992,2.811,1557,4419
618,9/9/2012,3,61.000,5.475,2.245,2570,5657
619,10/9/2012,3,58.333,5.038,2.587,1118,6407
620,11/9/2012,3,57.750,5.200,0.921,1070,6697
621,12/9/2012,3,59.917,5.771,1.318,1050,6820
622,13/9/2012,3,61.250,6.371,0.827,1054,6750
623,14/9/2012,3,63.333,6.725,1.039,1379,6630
624,15/9/2012,3,60.833,5.017,2.475,3160,5554
625,16/9/2012,3,58.000,5.700,0.902,2166,5167
626,17/9/2012,3,58.083,7.346,1.517,1022,5847
627,18/9/2012,3,62.333,8.725,3.576,371,3702
628,19/9/2012,3,55.250,5.367,2.152,788,6803
629,20/9/2012,3,54.667,6.183,1.182,939,6781
630,21/9/2012,3,59.917,6.688,1.542,1250,6917
631,22/9/2012,3,65.000,6.467,2.836,2512,5883
632,23/9/2012,4,52.917,4.671,2.233,2454,5453
633,24/9/2012,4,51.417,4.929,1.424,1001,6435
634,25/9/2012,4,55.000,5.700,2.363,845,6693
635,26/9/2012,4,63.500,6.308,2.444,787,6946
636,27/9/2012,4,65.000,6.908,1.343,751,6642
637,28/9/2012,4,61.917,6.900,1.642,1045,6370
638,29/9/2012,4,54.250,5.429,2.276,2589,5966
639,30/9/2012,4,52.667,5.833,1.350,2015,4874
640,1/10/2012,4,52.083,6.492,0.908,763,6015
641,2/10/2012,4,59.083,8.717,1.045,315,4324
642,3/10/2012,4,65.750,7.938,0.665,728,6844
643,4/10/2012,4,65.750,7.229,1.175,891,6437
644,5/10/2012,4,61.500,6.275,1.064,1516,6640
645,6/10/2012,4,55.417,6.642,2.680,3031,4934
646,7/10/2012,4,41.583,7.083,1.412,781,2729
647,8/10/2012,4,38.333,7.096,1.897,874,4604
648,9/10/2012,4,44.667,7.617,1.903,601,5791
649,10/10/2012,4,51.417,6.308,1.878,780,6911
650,11/10/2012,4,43.500,4.633,1.816,834,6736
651,12/10/2012,4,43.750,5.392,2.351,1060,6222
652,13/10/2012,4,39.333,4.946,1.461,2252,4857
653,14/10/2012,4,52.167,6.404,2.786,2080,4559
654,15/10/2012,4,56.167,7.075,2.960,760,5115
655,16/10/2012,4,46.833,5.583,1.822,922,6612
656,17/10/2012,4,45.583,6.929,1.014,979,6482
657,18/10/2012,4,52.250,7.283,2.369,1008,6501
658,19/10/2012,4,56.333,8.150,1.350,753,4671
659,20/10/2012,4,48.417,5.729,1.175,2806,5284
660,21/10/2012,4,46.417,5.100,1.661,2132,4692
661,22/10/2012,4,48.750,5.683,0.815,830,6228
662,23/10/2012,4,54.417,6.417,0.945,841,6625
663,24/10/2012,4,58.750,6.363,0.728,795,6898
664,25/10/2012,4,55.000,8.004,1.244,875,6484
665,26/10/2012,4,54.583,8.071,1.325,1182,6262
666,27/10/2012,4,53.000,7.200,2.357,2643,5209
667,28/10/2012,4,47.750,6.946,3.980,998,3461
668,29/10/2012,4,44.000,8.800,3.582,2,20
669,30/10/2012,4,31.818,8.255,2.130,87,1009
670,31/10/2012,4,35.750,6.667,1.667,419,5147
671,1/11/2012,4,36.583,5.817,1.573,466,5520
672,2/11/2012,4,35.500,5.221,2.662,618,5229
673,3/11/2012,4,34.333,4.913,2.705,1029,4109
674,4/11/2012,4,32.583,5.329,1.791,1201,3906
675,5/11/2012,4,31.917,4.942,2.363,378,4881
676,6/11/2012,4,28.083,5.671,1.735,466,5220
677,7/11/2012,4,29.583,5.475,3.041,326,4709
678,8/11/2012,4,35.217,3.335,3.478,340,4975
679,9/11/2012,4,36.167,5.408,2.146,709,5283
680,10/11/2012,4,38.917,6.454,0.578,2090,4446
681,11/11/2012,4,42.083,6.592,1.275,2290,4562
682,12/11/2012,4,48.500,7.417,1.735,1097,5172
683,13/11/2012,4,34.333,6.629,3.420,327,3767
684,14/11/2012,4,28.917,5.521,1.996,373,5122
685,15/11/2012,4,32.167,6.204,1.530,320,5125
686,16/11/2012,4,34.500,5.246,1.710,484,5214
687,17/11/2012,4,32.500,5.454,1.797,1313,4316
688,18/11/2012,4,34.250,6.929,2.276,922,3747
689,19/11/2012,4,38.083,6.233,2.351,449,5050
690,20/11/2012,4,37.417,6.850,0.827,534,5100
691,21/11/2012,4,35.333,6.138,1.032,615,4531
692,22/11/2012,4,34.000,5.804,0.529,955,1470
693,23/11/2012,4,36.833,5.688,1.480,1603,2307
694,24/11/2012,4,27.833,4.046,3.769,532,1745
695,25/11/2012,4,24.583,4.683,1.505,309,2115
696,26/11/2012,4,31.333,5.354,0.467,337,4750
697,27/11/2012,4,29.167,7.867,2.376,123,3836
698,28/11/2012,4,29.667,5.063,2.108,198,5062
699,29/11/2012,4,28.087,5.557,1.155,243,5080
700,30/11/2012,4,29.833,6.496,0.585,362,5306
701,1/12/2012,4,29.833,8.067,0.597,951,4240
702,2/12/2012,4,34.750,8.233,1.244,892,3757
703,3/12/2012,4,45.250,7.675,0.827,555,5679
704,4/12/2012,4,47.583,7.338,1.741,551,6055
705,5/12/2012,4,43.833,4.850,3.240,331,5398
706,6/12/2012,4,25.583,5.088,1.748,340,5035
707,7/12/2012,4,32.083,7.642,1.306,349,4659
708,8/12/2012,4,38.167,9.113,1.014,1153,4429
709,9/12/2012,4,38.417,9.054,1.580,441,2787
710,10/12/2012,4,43.583,9.250,1.903,329,4841
711,11/12/2012,4,35.333,5.967,2.960,282,5219
712,12/12/2012,4,29.750,5.383,1.629,310,5009
713,13/12/2012,4,29.583,4.858,1.741,425,5107
714,14/12/2012,4,28.167,6.429,1.312,429,5182
715,15/12/2012,4,32.417,6.504,1.064,767,4280
716,16/12/2012,4,36.250,8.388,1.007,538,3248
717,17/12/2012,4,39.333,9.071,0.983,212,4373
718,18/12/2012,4,41.083,6.663,2.214,433,5124
719,19/12/2012,4,33.250,6.254,1.841,333,4934
720,20/12/2012,4,33.000,6.679,1.325,314,3814
721,21/12/2012,1,32.667,5.567,3.744,221,3402
722,22/12/2012,1,26.583,4.413,4.073,205,1544
723,23/12/2012,1,24.583,5.154,1.331,408,1379
724,24/12/2012,1,23.130,7.913,0.772,174,746
725,25/12/2012,1,29.130,7.348,1.687,440,573
726,26/12/2012,1,24.333,8.233,3.165,9,432
727,27/12/2012,1,25.417,6.529,3.501,247,1867
728,28/12/2012,1,25.333,5.900,1.555,644,2451
729,29/12/2012,1,25.333,7.529,1.244,159,1182
730,30/12/2012,1,25.583,4.833,3.508,364,1432
731,31/12/2012,1,21.583,5.775,1.548,439,2290
